Index,Name,Difficulty,Number of reviews,Location
#7039,White Rock Lake Via Pacific Crest Trail,HARD,4,"Tahoe National Forest
"
#7040,Rockbound Pass and Red Peak Stock Trail Loop,HARD,1,"El Dorado National Forest
"
#7041,Canyon Overlook Trail to Wildwood Canyon Trail Loop,MODERATE,3,"Wildwood Regional Park
"
#7042,Yosemite to Agnew Meadows,MODERATE,1,"Yosemite National Park
"
#7043,Frog Lake and Sizer Loop,MODERATE,3,"Henry W. Coe State Park
"
#7044,Arroyo Terrace Trail,MODERATE,4,"Brookside Park
"
#7045,Kawana to Petaluma Hill Loop,EASY,5,"Taylor Mountain Regional Park and Open Space Preserve
"
#7046,Grover Hot Springs to Sorensens via Charity Valley Trail to Burnside Lake Trail,HARD,3,"Grover Hot Springs State Park
"
#7047,Harrison Mountain,MODERATE,7,"San Bernardino National Forest
"
#7048,Jacinto Reyes Scenic Byway,MODERATE,2,"Los Padres National Forest
"
#7049,Dune Trail,EASY,1,"Salinas River State Beach
"
#7050,Blythe Intaglios Trail,MODERATE,6,"Blythe, California
"
#7051,"Rocky Ridge Fire Road, Lower Berry Trail, and Shady Side Trail Loop",MODERATE,3,"Mount Tamalpais Watershed
"
#7052,Andrew Molera South Boundary Trail,HARD,3,"Andrew Molera State Park
"
#7053,Wetlands Walk to River Walk Loop,EASY,5,"Cosumnes River Preserve
"
#7054,Pine Creek to Lake Patterson,HARD,4,"South Warner Wilderness
"
#7055,"Morning Sun, Alta, Bobcat and Miwok Trails",MODERATE,2,"Golden Gate National Recreation Area
"
#7056,"Community Forest Loop Road, Lower Jane's Creek Trail, and Jane's Creek Road Loop",MODERATE,6,"Arcata Community Forest
"
#7057,Abbotts Lagoon Alternate Loop,MODERATE,6,"Point Reyes National Seashore
"
#7058,Grade Valley,EASY,2,"Los Padres National Forest
"
#7059,Santa Rosa Creek via Alder Glen Trail,EASY,6,"Hood Mountain Regional Park
"
#7060,Palisade Peak Trail via Kat's Walk,EASY,5,"Tahoe National Forest
"
#7061,Stony Creek Trail,MODERATE,6,"Gasquet, California
"
#7062,Kennedy Meadows to Relief Reservoir Loop Trail,HARD,2,"Stanislaus National Forest
"
#7063,Morgan Pass,MODERATE,7,"Inyo National Forest
"
#7064,Feather River Trail - Lower Section,EASY,5,"Riverbend Park
"
#7065,Fairfield Ranch Trail,EASY,3,"Chino Hills, California
"
#7066,Hope Valley to Scotts Lake Loop,MODERATE,4,"El Dorado National Forest
"
#7067,Lost Ridge Trail to Deer Spring Campground,MODERATE,5,"Angeles National Forest
"
#7068,Chapman Creek Trail,EASY,3,"Tahoe National Forest
"
#7069,Kinney Lakes,EASY,2,"Humboldt-Toiyabe National Forest
"
#7070,Tenaya Lake to May Lake to Mount Hoffman,HARD,1,"Yosemite National Park
"
#7071,South Gate to Summit via Summit Road,HARD,2,"Diablo, California
"
#7072,Thornhill to Big Rock Ridge,MODERATE,7,"Ignacio Valley Preserve
"
#7073,Sawmill Mountain Trail,EASY,2,"Angeles National Forest
"
#7074,Emerald Lake,MODERATE,4,"Sequoia National Park
"
#7075,"Los Pinetos Waterfall, Ridge: Oak Pass And Los Pinetos Trails [CLOSED]",MODERATE,65,"Placerita Canyon State Park
"
#7076,Spanish Ridge Loop Trail,HARD,2,"King Range Wilderness
"
#7077,Fern Lake and Superior Lake,HARD,3,"Ansel Adams Wilderness
"
#7078,Lake Lagunitas to Middle Peak Loop via Rock Springs Lagunitas Road,MODERATE,4,"Mount Tamalpais Watershed
"
#7079,Thompson Peak Trail,MODERATE,3,"Janesville, California
"
#7080,Whiskeytown Falls Trail [CLOSED],MODERATE,116,"Whiskeytown National Recreation Area
"
#7081,Rush Creek Lakes (Kinney Camp) Trail,HARD,1,"Trinity Alps Wilderness
"
#7082,Helipad Trail,MODERATE,7,"Susanville, California
"
#7083,"Ranch Overlook, Old Boney and Hidden Valley Overlook Trail",EASY,4,"Rancho Sierra Vista Satwiwa
"
#7084,Hinkley Basin Fire Road to Santa Rosalia Mountain,HARD,3,"The Forest of Nisene Marks State Park
"
#7085,Hellyer County Park Loop,MODERATE,9,"Hellyer County Park
"
#7086,Santa Ana River Trail via Mount Rubidoux Park,MODERATE,2,"Riverside, California
"
#7087,Loon Point,EASY,2,"Carpinteria, California
"
#7088,Cinco Poses Trail,"MODERATE
",0,"San Bernardino National Forest
"
#7089,Rock It and Wood Canyon Loop,MODERATE,6,"Aliso And Wood Canyons Regional Park
"
#7090,Kaleidoscope Canyon Trail,HARD,6,"Death Valley National Park
"
#7091,Lake Ranch Trail to John Nicholas West,MODERATE,4,"Sanborn County Park
"
#7092,Gin Flat Loop,MODERATE,1,"Yosemite National Park
"
#7093,Sienna Botanica Trail,EASY,6,"Ladera Ranch, California
"
#7094,Charlton Station to Mt. Mooney and Devil's Peak,EASY,7,"San Gabriel Mountains National Monument
"
#7095,Little Butte Trail,MODERATE,5,"Saddleback Butte State Park
"
#7096,Mammoth Scenic Ride,MODERATE,3,"Inyo National Forest
"
#7097,Round Mountain,MODERATE,6,"Anza-Borrego Desert State Park
"
#7098,Benson Pass - Northeast Yosemite Grand Tour,"HARD
",0,"Yosemite National Park
"
#7099,Lost Coast and Big Flat Creek via Kings Crest,"HARD
",0,"King Range Wilderness
"
#7100,Laguna Mountain Loop,MODERATE,4,"Laguna Mountain Recreation Area
"
#7101,"Maxwell, Back Meadow, Three Meadow and Bay Tree Trail",EASY,7,"Maxwell Farms Regional Park
"
#7102,Chivo Canyon and Marr Ranch Loop,EASY,10,"Marr Ranch Open Space
"
#7103,Panther Peaks,"HARD
",0,"Sequoia-Kings Canyon Wilderness
"
#7104,Elsa Rupp Nature Trail,EASY,6,"Mount Shasta Hatchery
"
#7105,Moran Lake Trail to Pleasure Point,EASY,4,"Moran Lake Park
"
#7106,Cathedral Peak: Southeast Buttress,MODERATE,2,"Yosemite National Park
"
#7107,Cerritos Regional County Park Loop,EASY,14,"Cerritos Regional County Park
"
#7108,Spencer Meadows Trail,HARD,6,"Lassen National Forest
"
#7109,Leona and Pyrite Trail,EASY,4,"Oakland, California
"
#7110,Cutca Valley to Dripping Springs via Eagle Crag,HARD,2,"Aguanga, California
"
#7111,Mineral Springs to Lake Anza and Wildcat Gorge Trail,EASY,4,"Tilden Regional Park
"
#7112,Olive Hill via Reche Canyon,MODERATE,4,"Colton, California
"
#7113,Toro Peak OHV Route,MODERATE,3,"Santa Rosa and San Jacinto Mountains National Monument
"
#7114,Arcadia Wilderness Park Loop,EASY,3,"Arcadia Wilderness Park
"
#7115,Mount Sizer via Monument Trail to Hobbs Road,HARD,2,"Henry W. Coe State Park
"
#7116,Nibbs Knob Trail,HARD,5,"Uvas Canyon County Park
"
#7117,Tomales Bay Ridge Trail Loop,MODERATE,4,"Tomales Bay State Park
"
#7118,Angel Vista via Felton and Los Robles Trail,MODERATE,4,"Deer Ridge Open Space
"
#7119,Cottle Trail to Cottle House,MODERATE,4,"Rancho San Vicente Open Space Preserve
"
#7120,Wiman Trail,EASY,5,"Santa Barbara, California
"
#7121,John Muir Trail: Tenaya Lake to Reds Meadow,MODERATE,5,"Yosemite National Park
"
#7122,"Old Springs, Miwok, Wolf Ridge, Coastal and Tennessee Valley Loop",MODERATE,3,"Golden Gate National Recreation Area
"
#7123,John Muir Trail: Cathedral Lakes Trail to Clouds Rest,"MODERATE
",0,"Yosemite National Park
"
#7124,Chalk Bluff Loop,MODERATE,1,"South Yuba River State Park
"
#7125,Red Cloud Canyon Drive to Red Cloud Mine OHV Route,MODERATE,2,"Chuckwalla Mountains Wilderness
"
#7126,Oakhurst River Parkway,EASY,8,"Oakhurst, California
"
#7127,Lower South Ridge Trail,"MODERATE
",0,"Idyllwild-Pine Cove, California
"
#7128,Merced Lake High Sierra Camp Trail,"HARD
",0,"Yosemite National Park
"
#7129,Strawberry Lake OHV Trail,EASY,1,"Sierra National Forest
"
#7130,Williams Grove Trail,MODERATE,3,"Humboldt Redwoods State Park
"
#7131,Black Mountain Lookout,EASY,2,"San Bernardino National Forest
"
#7132,Howland’s Loop,HARD,3,"Avalon, California
"
#7133,Apache Canyon Road,EASY,4,"Los Padres National Forest
"
#7134,Historic Stovepipe Well,EASY,1,"Death Valley National Park
"
#7135,Devil's Postpile Ranger Station to Fern Lake,MODERATE,3,"Ansel Adams Wilderness
"
#7136,Canyon Creek Trail,MODERATE,3,"Ukiah, California
"
#7137,Equestrian Center Loop,MODERATE,6,"Hansen Dam Park
"
#7138,Zumwalt Meadow Trail to Kanawyers Trail Loop,EASY,1,"Kings Canyon National Park
"
#7139,Cuesta Trail to Elderberry Loop,MODERATE,5,"Las Trampas Regional Park
"
#7140,Oursan Trail,EASY,6,"East Bay Municipal Utility District Lands (EBMUD)
"
#7141,Stonewall Peak and Cuyamaca Peak via Cold Stream to West Mesa Loop,HARD,1,"Cuyamaca Rancho State Park
"
#7142,Berry Creek Falls via Gazos Creek Road and Skyline to the Sea Trail,MODERATE,1,"Big Basin Redwoods State Park
"
#7143,Gearheart Marsh and Brackish Pond Loop,EASY,5,"Arcata Marsh and Wildlife Sanctuary
"
#7144,Peaks View Day Use Area to Old Pinnacles Trailhead,EASY,2,"Pinnacles National Park
"
#7145,William Kenyon Overlook Trail,EASY,4,"Anza-Borrego Desert State Park
"
#7146,Cadillac Trail to Old Camp,MODERATE,3,"Cleveland National Forest
"
#7147,"Sunset, Big Laguna, Red Tail Roost, Verde Ravine Road, Los Rasalies Ravine,",MODERATE,1,"Cleveland National Forest
"
#7148,Half a Canoe and Rancheria Loop,MODERATE,5,"Lake Sonoma Recreation Area
"
#7149,Los Vaqueros West Loop Trail,MODERATE,4,"Los Vaqueros Reservoir and Watershed
"
#7150,Cannell Trail to the Plunge,MODERATE,2,"Sequoia National Forest
"
#7151,El Paso Mountains Jeep Trail,MODERATE,5,"El Paso Mountains Wilderness
"
#7152,Indian Valley Full Loop,MODERATE,4,"Indian Valley Open Space Reserve
"
#7153,Circle Corral and Bass Lake Loop,MODERATE,4,"Joseph D Grant County Park
"
#7154,Palo Comado China Flats Loop,MODERATE,4,"Cheeseboro/Palo Comado Canyons
"
#7155,Hatton Loop Trail,EASY,4,"Jedediah Smith Redwood State Park
"
#7156,East Kennedy Lake Trail,HARD,1,"Kings Canyon National Park
"
#7157,"8 Ball, 7 Ball, Rebel Ridge, and Schoolhouse Loop",MODERATE,3,"Tahoe National Forest
"
#7158,Historic Flume Trail,EASY,6,"Lakeside, California
"
#7159,Gibraltar Dam via Matias Trail,HARD,4,"Los Padres National Forest
"
#7160,Santa Maria Valley Multipurpose Trail,EASY,8,"Waller Park
"
#7161,"Estero, Glenbook, Muddy Hollow",MODERATE,3,"Point Reyes National Seashore
"
#7162,Mary E Grogan Grove Trail,EASY,8,"Modesto, California
"
#7163,Visitor Center to Bacon Ranch,EASY,5,"Pinnacles National Park
"
#7164,Powder Mill Trail to Buckeye Trail,MODERATE,5,"Henry Cowell Redwoods State Park
"
#7165,Rancho Canada del Oro and Calero Park Loop,MODERATE,4,"Calero County Park
"
#7166,Crows Nest,EASY,3,"Norden, California
"
#7167,Highland Ridge and Raven Trail Loop,MODERATE,3,"Morgan Territory Regional Preserve
"
#7168,Negro Hill Trail,MODERATE,1,"Joshua Tree National Park
"
#7169,Lusardi Truck Trail,MODERATE,9,"Santa Ysabel, California
"
#7170,Koontz Trail,EASY,3,"Summit Valley Edmund D Edelman Park
"
#7171,Ygnacio Canal Loop,EASY,7,"Heather Farm Park
"
#7172,Proctor and Ten Hills Loop,EASY,9,"Anthony Chabot Regional Park
"
#7173,Gillem Bluff Historic Trail,EASY,6,"Lava Beds National Monument
"
#7174,Morgan Territory to Oyster Point,MODERATE,3,"Mount Diablo State Park
"
#7175,Doubletree Trail,EASY,5,"Oak Park, California
"
#7176,Vellano Loop South,EASY,4,"Chino Hills, California
"
#7177,Rocky Point Trail,EASY,3,"Patrick's Point State Park
"
#7178,CSU Channel Islands Creek Road Trail,EASY,8,"CSU Channel Islands Park
"
#7179,Bullards Basin - Sunrise Creek Loop,HARD,1,"Trinity Alps Wilderness
"
#7180,Sheep Spring Trail,MODERATE,3,"Ridgecrest, California
"
#7181,Pfeiffer Falls Trail [CLOSED],EASY,55,"Pfeiffer Big Sur State Park
"
#7182,Wildwood Hill Canyon Trail,EASY,4,"Wildwood Regional Park
"
#7183,Rip Van Winkle Open Space,EASY,5,"Rip Van Winkle Open Space
"
#7184,"Froom Creek, Old Prospector and Pond Loop",MODERATE,5,"Irish Hills Open Space
"
#7185,South Fork Coffee Creek Loop,HARD,2,"Trinity Alps Wilderness
"
#7186,Yontocket Trail,EASY,6,"Tolowa Dunes State Park
"
#7187,Andrews Park Loop Trail,EASY,4,"Andrew Ulatis Park
"
#7188,Linden H. Chandler Preserve,EASY,6,"Linden H. Chandler Preserve
"
#7189,Manker Flat Campground to Crystal Lake Campground via Pacific Crest Trail,"HARD
",0,"Angeles National Forest
"
#7190,Deer Creek Hills Loop,MODERATE,5,"Deer Creek Hills Preserve
"
#7191,Grassy Hollow to 4N56 Loop via PCT,EASY,3,"San Gabriel Wilderness
"
#7192,Masterson Meadow Lake via PCT,EASY,2,"Shasta-Trinity National Forest
"
#7193,Big Granite Trail,"HARD
",0,"Tahoe National Forest
"
#7194,Santa Barbara Canyon,MODERATE,3,"Dick Smith Wilderness
"
#7195,Cameron Loop Trail,EASY,3,"Lake Chabot Regional Park
"
#7196,North Mid Hills Trail,MODERATE,2,"Mojave National Preserve
"
#7197,Burney Creek Trail to Rim Trail,EASY,2,"McArthur-Burney Falls Memorial State Park
"
#7198,"Huck's, Honker Bay, Cameron Loop, Live Oak, Towhee",MODERATE,4,"Lake Chabot Regional Park
"
#7199,High Country Meadows Trail,MODERATE,3,"Stanislaus National Forest
"
#7200,Lake Aloha and Ralston Peak via Pacific Crest Trail,HARD,2,"Desolation Wilderness
"
#7201,Bay View Hill Loop,EASY,4,"Bayview Park
"
#7202,Ceremonial Rock Trail,EASY,5,"Patrick's Point State Park
"
#7203,Woodpecker Trail,EASY,3,"Point Reyes National Seashore
"
#7204,Merriam Lake via Pine Creek Trail,"MODERATE
",0,"Inyo National Forest
"
#7205,"Matt Davis, Nora, Railroad Grade, Gravity Car Loop",MODERATE,5,"Mount Tamalpais State Park
"
#7206,"Dry Creek, Rancheria, Boar Scat Loop",MODERATE,4,"Lake Sonoma Recreation Area
"
#7207,Vasquez Knob Trail,MODERATE,3,"Garland Ranch Regional Park
"
#7208,Nadeau and Mitchell Trails,MODERATE,3,"Golden Valley Open Space
"
#7209,"Ten Hills, Cameron Loop, Honker Bay, Columbine, Quail, Brandon Skyline",MODERATE,5,"Lake Chabot Regional Park
"
#7210,Old La Honda Road,HARD,2,"La Honda Creek Open Space Preserve
"
#7211,Minaret Vista Trail,MODERATE,3,"Inyo National Forest
"
#7212,Whitney Butte Trail,MODERATE,4,"Lava Beds National Monument
"
#7213,Chiquito Lake Trail,EASY,1,"Sierra National Forest
"
#7214,Diablo Foothills Crests and Creeks,MODERATE,5,"Diabio Foothils Regional Park
"
#7215,McArthur Creek Loop Trail,MODERATE,1,"Redwood National Park
"
#7216,Upper Hazard Canyon Trail,MODERATE,4,"Montana De Oro State Park
"
#7217,Wilder Ranch Singletrack Trails Loop,HARD,2,"Wilder Ranch State Park
"
#7218,Los Pinos Peak via West Horesthief and Trabuco Trail,MODERATE,2,"Cleveland National Forest
"
#7219,Gould Canyon Trail,MODERATE,4,"La Canada Flintridge, California
"
#7220,"Schallenberger Ridge, Emigrant Canyon and Coldstream Loop",MODERATE,4,"Donner Memorial State Park
"
#7221,Lake Convict to Laurel Mountain,HARD,2,"Inyo National Forest
"
#7222,Encinal Trail via Wittenberg Trail,MODERATE,3,"Routzhan Park
"
#7223,Blue Gravel Trail,EASY,4,"Redding, California
"
#7224,Sky Meadow Loop,HARD,2,"Inyo National Forest
"
#7225,Dos Cabeza OHV Road,HARD,2,"Anza-Borrego Desert State Park
"
#7226,Lower Oso to Upper Oso Trail,EASY,2,"Los Padres National Forest
"
#7227,Congress Trail to Tharp's Log Trail,MODERATE,2,"Sequoia-Kings Canyon Wilderness
"
#7228,Du'k Loop Trail,EASY,7,"Arcata, California
"
#7229,Año Nuevo South,EASY,1,"Año Nuevo State Park
"
#7230,Tobias Creek Loop Trail,MODERATE,3,"Sequoia National Forest
"
#7231,Arroyo Seco South Pass Loop,EASY,5,"Los Angeles, California
"
#7232,Liebre Mountain / Golden Eagle Trail,HARD,2,"Angeles National Forest
"
#7233,Brandy Creek Trail [CLOSED],MODERATE,79,"Whiskeytown National Recreation Area
"
#7234,Long Trail to Sweet Potato Creek Loop,MODERATE,5,"Tolowa Dunes State Park
"
#7235,Raymond Peak,"HARD
",0,"Humboldt-Toiyabe National Forest
"
#7236,Leviathan Peak Loop,MODERATE,1,"Toiyabe National Forest
"
#7237,Agnew Meadows to Rush Creek,HARD,1,"Ansel Adams Wilderness
"
#7238,Mission Trail,MODERATE,2,"Goodan Ranch / Sycamore Canyon County Preserve
"
#7239,Davison Trail,EASY,6,"Prairie Creek Redwoods State Park
"
#7240,Raywood Flat Trail,"MODERATE
",0,"San Bernardino National Forest
"
#7241,Leona Trail and Artemisia Trail,MODERATE,7,"Oakland, California
"
#7242,Freel Peak Trail [PRIVATE PROPERTY],HARD,61,"Lake Tahoe Basin Management Unit
"
#7243,Mossbrae Falls [CLOSED / PRIVATE PROPERTY],EASY,102,"Shasta-Trinity National Forest
"
#7244,Little Box Canyon Trail,EASY,3,"Mecca Hills Wilderness
"
#7245,Old Logging Road - Fern Canyon Loop,MODERATE,2,"Van Damme Beach State Park
"
#7246,Mill Peak Trail,MODERATE,6,"Big Bear City, California
"
#7247,Big Horn Mine Trail,EASY,1,"Angeles National Forest
"
#7248,South Ridge Trail: Rim Crest to Water District Gate,MODERATE,4,"Chino Hills State Park
"
#7249,Golden Bee Mine Trail,HARD,1,"Joshua Tree National Park
"
#7250,Fern Falls Sunset Loop,EASY,4,"Plumas National Forest
"
#7251,Echo Lake to Emerald Bay via PCT and Mount Tallac Loop,HARD,1,"Desolation Wilderness
"
#7252,Salt Creek Falls,MODERATE,2,"Three Rivers, California
"
#7253,Baltimore Lake Trail,"MODERATE
",0,"Tahoe National Forest
"
#7254,Johnson Canyon OHV Trail,"MODERATE
",0,"Death Valley National Park
"
#7255,Santa Clara Truck OHV Trail,HARD,5,"Angeles National Forest
"
#7256,La Jolla Canyon Loop Trail [CLOSED],MODERATE,78,"Point Mugu State Park
"
#7257,Longley Lake Trail,MODERATE,2,"Bishop, California
"
#7258,McKegney Field Loop,EASY,3,"Belvedere Tiburon, California
"
#7259,Windy Cove,EASY,4,"Morro Bay State Park
"
#7260,Lake Virginia Trail,"MODERATE
",0,"Sierra National Forest
"
#7261,Tamarancho From White Hill,MODERATE,1,"Loma Alta Open Space Preserve
"
#7262,Zuma Canyon Loop Trail [CLOSED],HARD,67,"Santa Monica Mountains National Recreation Area
"
#7263,Guadalupe River Trail,EASY,5,"San Jose, California
"
#7264,Harvey Warne Trail,EASY,2,"Camino Alto Open Space Preserve
"
#7265,"Sundance, Boot Hill, and Big Dipper Trails Loop",MODERATE,4,"Tahoe Donner Trail System
"
#7266,Covington Trail,MODERATE,2,"Joshua Tree National Park
"
#7267,Indian Truck Trail [CLOSED],HARD,115,"Cleveland National Forest
"
#7268,Gerle Creek Trail,EASY,2,"El Dorado National Forest
"
#7269,Hawkins Peak,MODERATE,2,"Humboldt-Toiyabe National Forest
"
#7270,Woods Lake Campground to Pack Trail to Horseshoe Canyon Trail,HARD,3,"El Dorado National Forest
"
#7271,Forks of the Kern Trail to Painters Camp,HARD,1,"Johnsondale, California
"
#7272,Foxtail Trail Via Miwok and Murphy Meadow Trail,EASY,2,"Round Valley Regional Preserve
"
#7273,Marshall Peak Trail,MODERATE,3,"San Bernardino, California
"
#7274,Verdi Peak Fire Lookout,MODERATE,2,"Tahoe National Forest
"
#7275,Islay Creek Trail,MODERATE,2,"Montana De Oro State Park
"
#7276,Viola Falls Trail,MODERATE,2,"Kings Canyon National Park
"
#7277,Canyon Creek Falls,MODERATE,3,"El Dorado National Forest
"
#7278,"Hostel Trail, Pipeline Trail and Creek Trail Loop",EASY,4,"Hidden Villa
"
#7279,Honker Bay Loop,MODERATE,4,"Anthony Chabot Regional Park
"
#7280,Pollards Fuel Break Trail,MODERATE,5,"Auburn State Recreation Area
"
#7281,Plumas Eureka Campground to Spencer Lakes OHV Trail,MODERATE,2,"Plumas-Eureka State Park
"
#7282,Rynerson Park Multi-Use Trail,EASY,6,"Rynerson Park
"
#7283,Morbid Mound Trail,MODERATE,1,"Joshua Tree National Park
"
#7284,"Miwok Trail, Manzanita, Valley View to Shiba Spot, Blue Oak, Miwok, Hardy Canyon",HARD,4,"Round Valley Regional Preserve
"
#7285,Great Valley Grasslands State Park,EASY,3,"Great Valley Grasslands State Park
"
#7286,Delta de Anza Regional Trail: Antioch to Oakley,EASY,6,"Antioch, California
"
#7287,Wonderland Of Rocks Traverse,HARD,4,"Joshua Tree National Park
"
#7288,Matador Walk at CSUN,EASY,9,"Northridge, California
"
#7289,Los Santos Trail,EASY,2,"Santa Rosa Plateau Ecological Reserve
"
#7290,Harry Wade Road OHV Trail,EASY,2,"Death Valley National Park
"
#7291,Bane Ridge Trail to Pamona Trail Loop,EASY,5,"Chino Hills State Park
"
#7292,TRT: Big Meadow to Daggett Pass,HARD,2,"Lake Tahoe Basin Management Unit
"
#7293,Glen Fire Road and Oak Manor Fire Road,EASY,2,"Loma Alta Open Space Preserve
"
#7294,Tamarack Creek Trail,"MODERATE
",0,"Yosemite National Park
"
#7295,Ragged Peak Via Dog Lake Trail,HARD,2,"Yosemite Valley, California
"
#7296,Atascadero Cemetery Loop,EASY,4,"Atascadero, California
"
#7297,Jack Pine Road to Deer Creek Trail,MODERATE,3,"Tahoe National Forest
"
#7298,Bommer Ridge to Laguna Ridge to Big Bend Loop,MODERATE,2,"Laguna Coast Wilderness Park
"
#7299,Johnson Ranch and Filipponi Trail,EASY,3,"Johnson Ranch Open Space
"
